Player_ID,Name,Nationality,Position,Minutes,PAV,PDV
240,Switzerland Player 240,Switzerland,CB,2929,0.22350619490429519,1.8063469144393343
241,Switzerland Player 241,Switzerland,CB,2983,0.2748015598505497,1.7981600623726646
242,Switzerland Player 242,Switzerland,FB,2992,0.4031686869674336,1.2676776808984853
243,Switzerland Player 243,Switzerland,FB,2815,0.3930327272625037,1.2517851980859283
244,Switzerland Player 244,Switzerland,FB,2979,0.3861556275317658,1.1717968199468052
245,Switzerland Player 245,Switzerland,FB,2849,0.36670558805517456,1.240862655833482
246,Switzerland Player 246,Switzerland,DM,2979,0.18882593674732642,1.8991392990563307
247,Switzerland Player 247,Switzerland,DM,2936,0.30288777904036973,1.7800143085230042
248,Switzerland Player 248,Switzerland,DM,2885,0.25899645546911454,1.8181483156413896
249,Switzerland Player 249,Switzerland,CM,2938,0.3738433655109225,0.36038119476579406
250,Switzerland Player 250,Switzerland,CM,2996,0.3868291076864389,0.3866534591826395
251,Switzerland Player 251,Switzerland,CM,2741,0.3631862597949345,0.4396577178998508
252,Switzerland Player 252,Switzerland,AM,2915,0.8460105599632216,0.4843395276926169
253,Switzerland Player 253,Switzerland,AM,2970,0.826505973833347,0.5043655603545687
254,Switzerland Player 254,Switzerland,AM,3076,0.8614284090962686,0.4052182236090688
255,Switzerland Player 255,Switzerland,FW,3016,0.7673680317754319,0.4223456332924951
256,Switzerland Player 256,Switzerland,FW,3062,0.753682801273393,0.5796636855540472
257,Switzerland Player 257,Switzerland,FW,3121,0.8126716235430568,0.40387579781356814
258,Switzerland Player 258,Switzerland,FW,3057,0.7548732366151966,0.3986424056169577
259,Switzerland Player 259,Switzerland,FW,3075,0.8044487617991741,0.4274636928459994
260,Denmark Player 260,Denmark,GK,2968,0.21475971507863423,0.1032575403139173
261,Denmark Player 261,Denmark,GK,3012,0.27218774170065746,0.08073748426534093
262,Denmark Player 262,Denmark,GK,2889,0.2972752403337501,0.07103942670202595
263,Denmark Player 263,Denmark,CB,2868,0.2568646117252679,1.9566126863908757
264,Denmark Player 264,Denmark,CB,2935,0.29332039524918146,1.9940729030404685
265,Denmark Player 265,Denmark,CB,2986,0.3045838844099915,1.8901796057623983
266,Denmark Player 266,Denmark,CB,2910,0.20351795562624714,1.8746837174885114
267,Denmark Player 267,Denmark,CB,3010,0.27397898679327,1.907764716148426
268,Denmark Player 268,Denmark,FB,3020,0.3349982443755454,1.394811380402179
269,Denmark Player 269,Denmark,FB,3093,0.34558388885048646,1.296167177257065
270,Denmark Player 270,Denmark,FB,2927,0.35124823753403517,1.2385406700608639
271,Denmark Player 271,Denmark,FB,2797,0.33958597505149307,1.3317683907708968
272,Denmark Player 272,Denmark,DM,2925,0.28480462888700664,1.8621825002278793
273,Denmark Player 273,Denmark,DM,2896,0.2682379582208768,1.7865899761111226
274,Denmark Player 274,Denmark,DM,2980,0.21862559979886517,1.9114533405750527
275,Denmark Player 275,Denmark,CM,2984,0.3894608109614237,0.38764271074623424
276,Denmark Player 276,Denmark,CM,2870,0.33329212776203043,0.44318689560365143
277,Denmark Player 277,Denmark,CM,2776,0.3379071415126852,0.5134292047158435
278,Denmark Player 278,Denmark,AM,2930,0.8931100253640805,0.4170965365588459
279,Denmark Player 279,Denmark,AM,2877,0.8607604780613995,0.464964576466202
280,Denmark Player 280,Denmark,AM,2979,0.7886310013385204,0.4783305177650539
281,Denmark Player 281,Denmark,FW,3005,0.715535469908193,0.5510360331620627
282,Denmark Player 282,Denmark,FW,2959,0.7141415142771084,0.3821913527058365
283,Denmark Player 283,Denmark,FW,3091,0.7533905743317243,0.35382326986755547
284,Denmark Player 284,Denmark,FW,3012,0.7373817717141928,0.3989633886640486
285,Denmark Player 285,Denmark,FW,3035,0.6613036994282605,0.5205644023906962
286,Serbia Player 286,Serbia,GK,3025,0.22358926810250965,0.04845553491399807
287,Serbia Player 287,Serbia,GK,3065,0.21828847923276914,0.0825872779016549
288,Serbia Player 288,Serbia,GK,3005,0.15461051786454144,0.03058745211088557
289,Serbia Player 289,Serbia,CB,2968,0.1948206467927519,1.2388715575419775
290,Serbia Player 290,Serbia,CB,3034,0.20765792317790954,1.2435259768051388
291,Serbia Player 291,Serbia,CB,3000,0.1636161215700763,1.3291284809087882
292,Serbia Player 292,Serbia,CB,2930,0.1912032134934825,1.2805047097415994
293,Serbia Player 293,Serbia,CB,3008,0.21130201498944115,1.1926788812050313
294,Serbia Player 294,Serbia,FB,2984,0.21789264820249532,0.8444554122367411
295,Serbia Player 295,Serbia,FB,3115,0.20167554198293486,0.8343661820118958
296,Serbia Player 296,Serbia,FB,3050,0.2292575958229824,0.8723311551297666
297,Serbia Player 297,Serbia,FB,2994,0.24406967364384888,0.8028971902369253
298,Serbia Player 298,Serbia,DM,2926,0.18212141923767564,1.1669848072547075
299,Serbia Player 299,Serbia,DM,2974,0.17418124271110344,1.1269300097537556
300,Serbia Player 300,Serbia,DM,3057,0.18475415396937347,1.1828286933800896
301,Serbia Player 301,Serbia,CM,2971,0.27349054071529477,0.35659411109106115
302,Serbia Player 302,Serbia,CM,3024,0.28540629744549845,0.31556581225989616
303,Serbia Player 303,Serbia,CM,3008,0.23063239790188264,0.27348961069579564
304,Serbia Player 304,Serbia,AM,2925,0.5834994714399738,0.30788807820047126
305,Serbia Player 305,Serbia,AM,2882,0.583430519369116,0.34221794054779137
306,Serbia Player 306,Serbia,AM,2872,0.5018486806565859,0.33598220925086175
307,Serbia Player 307,Serbia,FW,3053,0.4954272538947879,0.27636231862884403
308,Serbia Player 308,Serbia,FW,2966,0.4832821685788255,0.32771752006280314
309,Serbia Player 309,Serbia,FW,3026,0.5015867966696613,0.28113334089712755
310,Serbia Player 310,Serbia,FW,2951,0.5170374688093367,0.33904543476945814
311,Serbia Player 311,Serbia,FW,2994,0.47487951163858516,0.2640597249948994
312,Poland Player 312,Poland,GK,3048,0.19962849646569789,0.008057557458781478
313,Poland Player 313,Poland,GK,3186,0.2048409609041039,0.004066808957138075
314,Poland Player 314,Poland,GK,3006,0.13129924391903647,0.08513350476443961
315,Poland Player 315,Poland,CB,2932,0.20860005690567895,1.3006723499146593
316,Poland Player 316,Poland,CB,3049,0.19157795572560823,1.2611434662857977
317,Poland Player 317,Poland,CB,3036,0.1473328419024443,1.292117797743746
318,Poland Player 318,Poland,CB,2917,0.18459348494592684,1.2232792937218002
319,Poland Player 319,Poland,CB,3078,0.1522530198376184,1.3145171055130576
320,Poland Player 320,Poland,FB,3183,0.20240473178002027,0.830666772438987
321,Poland Player 321,Poland,FB,2860,0.20742336010401533,0.9071050136580027
322,Poland Player 322,Poland,FB,3025,0.25874792057319934,0.8832820504890199
323,Poland Player 323,Poland,FB,2946,0.23323356865516226,0.8929224311663988
324,Poland Player 324,Poland,DM,3045,0.14300988372118056,1.2315384587217553
325,Poland Player 325,Poland,DM,3055,0.1308939870454375,1.1806201162563272
326,Poland Player 326,Poland,DM,3126,0.1988813976846469,1.2407655755271205
327,Poland Player 327,Poland,CM,2967,0.2363046785728783,0.2108598411584887
328,Poland Player 328,Poland,CM,2924,0.2672791129769031,0.3816494154418846
329,Poland Player 329,Poland,CM,2932,0.26517186922721847,0.2715196780242115
330,Poland Player 330,Poland,AM,2828,0.5843093945491212,0.35335697669633476
331,Poland Player 331,Poland,AM,2968,0.5514384736330087,0.332987650825464
332,Poland Player 332,Poland,AM,3041,0.5334635196086127,0.3725737496280049
333,Poland Player 333,Poland,FW,3087,0.5085526451693395,0.25102367181183777
334,Poland Player 334,Poland,FW,2865,0.5178260886489559,0.31268385988302383
335,Poland Player 335,Poland,FW,2951,0.5354554031303154,0.31183175086461395
336,Poland Player 336,Poland,FW,3029,0.500334933776221,0.3170549022703461
337,Poland Player 337,Poland,FW,2967,0.4705817427051799,0.32232652571468484
338,Scotland Player 338,Scotland,GK,2920,0.18972661014430767,-0.02085684301364984
339,Scotland Player 339,Scotland,GK,2885,0.13300622550092947,0.017932153446336772
340,Scotland Player 340,Scotland,GK,3010,0.1585914283812646,0.03488349467540475
341,Scotland Player 341,Scotland,CB,3051,0.16450104409539068,1.0874700041764012
342,Scotland Player 342,Scotland,CB,2887,0.18315555827156454,1.1350928874998916
343,Scotland Player 343,Scotland,CB,2962,0.18838569011134812,1.0514745092490334
344,Scotland Player 344,Scotland,CB,3008,0.18832524504928613,1.146356646444722
345,Scotland Player 345,Scotland,CB,3022,0.20445066038833234,1.1322308820275861
346,Scotland Player 346,Scotland,FB,2959,0.215985969327234,0.7221117265101552
347,Scotland Player 347,Scotland,FB,3012,0.23648879636765338,0.8378835648995454
348,Scotland Player 348,Scotland,FB,2815,0.2258780835613068,0.6977267824062983
349,Scotland Player 349,Scotland,FB,2982,0.22755653665286188,0.8359437224528912
350,Scotland Player 350,Scotland,DM,2913,0.20134767119022137,1.125397500235729
351,Scotland Player 351,Scotland,DM,2950,0.19510526987099044,1.0535052247837549
352,Scotland Player 352,Scotland,DM,2957,0.18533801843358974,1.17520635029009
353,Scotland Player 353,Scotland,CM,2791,0.22593827813571699,0.2949984500489603
354,Scotland Player 354,Scotland,CM,2937,0.23803024638918485,0.21290357852044636
355,Scotland Player 355,Scotland,CM,2932,0.236713467421371,0.23310793662569249
356,Scotland Player 356,Scotland,AM,2939,0.5459517486928369,0.24264336569328013
357,Scotland Player 357,Scotland,AM,2995,0.489867640850547,0.2635027760125428
358,Scotland Player 358,Scotland,AM,2986,0.4537725395328327,0.30473894182357153
359,Scotland Player 359,Scotland,FW,2889,0.462314308558484,0.28112807056699113
