Player_ID,Name,Nationality,Position,Date,Tier,Minutes,npxG_90,xA_90,SCA_90,Tackles_90,Interceptions_90,AerialWon_pct,PSxG_GA_90
1,Lamine Yamal,Spain,FW,2022-11-22,Tier_1,72,0.3174389724497412,0.012879453841828606,5.805106572434718,0.8604163577734415,0.21733889540125678,0.5599388990972366,0.0
1,Lamine Yamal,Spain,FW,2024-12-21,Tier_1,57,0.36015853286516414,0.13919191715065057,4.9797667929793565,2.365167012683483,1.1297200603606434,0.6730824347895294,0.0
1,Lamine Yamal,Spain,FW,2025-06-25,Tier_1,76,0.38842141552322884,0.2336183468077766,6.5586669120102155,1.8860113693890008,0.6493415461380704,0.6715624308030697,0.0
1,Lamine Yamal,Spain,FW,2024-07-15,Tier_1,49,0.6016233322933896,0.12124584810979475,5.9869762917835585,0.0,0.0,0.7735491809975205,0.0
1,Lamine Yamal,Spain,FW,2026-02-02,Tier_1,84,0.29658858292643775,0.2177676821898509,6.632314011979591,0.301210770754757,1.3155759877612614,0.7315674634292858,0.0
1,Lamine Yamal,Spain,FW,2025-05-20,Tier_1,56,0.39367413885396363,0.34392577912108924,7.696793578770242,0.5880716871921774,1.1148115394165412,0.7725211712690947,0.0
1,Lamine Yamal,Spain,FW,2024-12-11,Tier_1,83,0.5558424486849587,0.0,5.116741487334224,0.0,0.40529658277772107,0.7917542255795962,0.0
1,Lamine Yamal,Spain,FW,2024-04-06,Tier_1,82,0.5366070516042798,0.07964239000983764,6.52007432880362,0.0,1.0243142423136722,0.7845732788723248,0.0
1,Lamine Yamal,Spain,FW,2026-02-09,Tier_1,54,0.4485281741365063,0.16964054296963266,6.0186148934489125,0.0,0.5369004301630637,0.7603119327085577,0.0
1,Lamine Yamal,Spain,FW,2023-12-03,Tier_1,57,0.4875588067991645,0.0,6.785094111613274,0.0,1.7109876012564977,0.6098145200018239,0.0
1,Lamine Yamal,Spain,FW,2025-04-29,Tier_1,55,0.48665982460968477,0.0,5.786133082663305,0.05262918248883863,0.508660451363414,0.8155142320501239,0.0
1,Lamine Yamal,Spain,FW,2021-10-12,Tier_1,73,0.4576048039896385,0.1252959975538902,6.916106654019749,0.4770208116002364,0.0,0.5898396674258,0.0
1,Lamine Yamal,Spain,FW,2022-02-01,Tier_1,66,0.3065911130767476,0.07084671760867071,6.357474003024295,0.0,0.4890252437600718,0.7242134081741929,0.0
1,Lamine Yamal,Spain,FW,2021-01-12,Tier_1,66,0.535135426460051,0.0279636277464448,5.563587827742353,1.3636035212398832,0.26636008183123927,0.5971945980876375,0.0
1,Lamine Yamal,Spain,FW,2025-06-19,Tier_1,66,0.5268727492147328,0.011965664594228487,8.0,1.101983830674868,0.7401094852035188,0.6415488106186698,0.0
1,Lamine Yamal,Spain,FW,2024-08-18,Tier_1,67,0.7578880808455237,0.20195749114345768,6.172082408519232,0.13556764751965922,0.0,0.7403463635867222,0.0
1,Lamine Yamal,Spain,FW,2024-06-30,Tier_1,69,0.372891345949556,0.14761745994711012,7.489599781284747,1.0786689269570842,0.5776329729645938,0.6324991332541924,0.0
1,Lamine Yamal,Spain,FW,2022-05-14,Tier_1,69,0.4718222732531096,0.18105641223710806,7.355330996546414,1.422907409068259,0.10301294025745161,0.7196704079672646,0.0
1,Lamine Yamal,Spain,FW,2023-01-24,Tier_1,66,0.6023124077269657,0.14389100436846586,5.262753845673543,0.7477290575331134,0.10219087330762133,0.5817200269035664,0.0
1,Lamine Yamal,Spain,FW,2021-02-04,Tier_1,70,0.30847974804824846,0.1495401135710423,4.220872277025503,0.8828200301002719,0.23145479585656237,0.5941157958447805,0.0
1,Lamine Yamal,Spain,FW,2022-12-28,Tier_1,48,0.5297484204478314,0.10452040602854581,8.0,0.8403938827750618,0.8231700652595111,0.8031818176105263,0.0
1,Lamine Yamal,Spain,FW,2023-04-29,Tier_1,55,0.28305947188786273,0.1443360192379935,5.637376241054152,1.3564789348745274,0.1583704217287415,0.5395117899335481,0.0
1,Lamine Yamal,Spain,FW,2021-03-31,Tier_1,77,0.4715860648189005,0.26089956631888334,7.287493005700721,1.5113635104015264,0.5464757689770473,0.6324301258332757,0.0
1,Lamine Yamal,Spain,FW,2023-02-15,Tier_1,80,0.538192991038324,0.0,5.5520300101735085,0.0,1.5385040784214727,0.9183992127684935,0.0
1,Lamine Yamal,Spain,FW,2022-08-28,Tier_1,46,0.550629280921444,0.03231081304768512,7.135692112065141,0.0,0.8049020889576413,0.86415686206579,0.0
1,Lamine Yamal,Spain,FW,2023-08-28,Tier_1,68,0.5788406340178489,0.13645166052428492,5.740258025271727,2.104020091728657,0.2857970225531236,0.5958159483294466,0.0
2,Spain Player 2,Spain,GK,2022-05-28,Tier_1,59,0.0,0.1596940068278403,1.886831790542646,0.0,0.0,0.6232481917452506,0.3029444119373096
2,Spain Player 2,Spain,GK,2024-08-12,Tier_1,86,0.0,0.09384964074944141,0.7847120860991987,1.106225492885028,1.4953464289021978,0.4981866255058495,0.10964411726006722
2,Spain Player 2,Spain,GK,2024-09-05,Tier_1,82,0.14281534903901055,0.16098949610496602,0.7031409673273785,0.910275905224373,0.6893525628548769,0.3890842382914875,0.38841923422148866
2,Spain Player 2,Spain,GK,2023-07-07,Tier_1,82,0.05611877172799735,0.0,1.8758087300440804,2.4057586248745113,0.0,0.7974442137126758,0.09644812093133068
2,Spain Player 2,Spain,GK,2025-05-15,Tier_1,73,0.1356988616645352,0.0,2.0696059201056602,1.6845102870439606,0.5667174516118504,0.6676795812558066,-0.09475783982071462
2,Spain Player 2,Spain,GK,2026-01-30,Tier_1,55,0.0,0.04880274794053828,1.5264233650707142,0.2744446129023349,0.0,0.561368857595665,-0.2402328896686174
2,Spain Player 2,Spain,GK,2024-10-04,Tier_1,70,0.07805308418054313,0.32435715833985507,0.9971537803298475,0.637532347960207,1.2510818092680394,0.5390274619061788,0.10337220739658766
2,Spain Player 2,Spain,GK,2026-02-07,Tier_1,86,0.1042116665313473,0.0,2.501849168160095,0.09806489249801831,0.11230537853437655,0.5218839413868487,-0.017857638345498583
2,Spain Player 2,Spain,GK,2025-12-08,Tier_1,45,0.06557249122886946,0.16941915184709486,0.0,1.823640255568491,0.28099605071050526,0.43731189300525797,-0.14242087505203352
2,Spain Player 2,Spain,GK,2023-05-23,Tier_1,69,0.0,0.0,0.0,0.7290825807031222,0.7477362862444572,0.527168810519784,-0.24595286063456162
2,Spain Player 2,Spain,GK,2024-06-06,Tier_1,50,0.0,0.1505887611490503,0.5275321506294846,0.07591218624725427,0.5826994122058702,0.4814211888816197,0.5153303252797675
2,Spain Player 2,Spain,GK,2021-09-27,Tier_1,66,0.0,0.31733598032498606,1.2592184340144883,0.6111434335303569,0.34793745644499835,0.49980847607678547,0.0311279176152115
2,Spain Player 2,Spain,GK,2026-01-26,Tier_1,76,0.28564840154275417,0.002641484165990582,2.2861055267696555,0.284334145410724,0.0,0.5500942261446077,0.10696281735911331
2,Spain Player 2,Spain,GK,2023-03-09,Tier_1,72,0.24180196079611155,0.003623355787696479,0.0,0.31477432804473865,0.4791481310607243,0.4232280965224309,0.015695580663056583
2,Spain Player 2,Spain,GK,2024-08-07,Tier_1,47,0.0,0.0,0.08942415453417119,2.001816354738898,0.8278391965737306,0.6071555094994159,0.20433441280864703
2,Spain Player 2,Spain,GK,2022-12-26,Tier_1,52,0.0,0.06987457776373346,1.0696548540127917,1.0003820155365057,0.0,0.44493184721212126,0.014156789689281593
2,Spain Player 2,Spain,GK,2024-04-03,Tier_1,76,0.06130005064951256,0.06615686206254509,0.0,0.0,0.4754719781940818,0.4084024193073794,0.19776764940655694
2,Spain Player 2,Spain,GK,2021-01-05,Tier_1,63,0.10667825502648624,0.0,2.9646869342627187,0.0,0.0,0.611576650828216,-0.2906214093876431
2,Spain Player 2,Spain,GK,2023-05-01,Tier_1,56,0.012446945583565051,0.16156869450634842,0.5726894583226958,1.6013211771198597,0.1765134005598087,0.5272396642839358,0.09328302975257767
2,Spain Player 2,Spain,GK,2024-11-03,Tier_1,67,0.0,0.026428492711342913,2.546044207464717,2.3241916307464585,0.6961286422068861,0.41771454968987165,-0.023628606801854385
2,Spain Player 2,Spain,GK,2021-03-19,Tier_1,87,0.0,0.037760528011215766,1.4973069788498223,1.0982398651711374,0.8350892397642837,0.5339572406400143,0.32934919572819915
2,Spain Player 2,Spain,GK,2024-12-04,Tier_1,85,0.07267931596804698,0.10082527557144719,0.0,1.423324509860515,0.5962987412065215,0.5056029734313876,0.2565381967891028
2,Spain Player 2,Spain,GK,2022-07-28,Tier_1,56,0.050113712295478424,0.28979589759970825,2.3861781823241204,0.805710504075177,1.0619487705991415,0.43044926635305164,-0.31095716083186115
2,Spain Player 2,Spain,GK,2021-05-12,Tier_1,87,0.0,0.03749940966296246,2.407592170430262,0.7843897716828024,0.576154365595385,0.5341001872603629,0.08658723704453818
2,Spain Player 2,Spain,GK,2022-08-24,Tier_1,68,0.0695320806947719,0.07790367965489652,1.8075668643313585,0.0,0.3573317645816683,0.4141231174218643,-0.27791144521565403
2,Spain Player 2,Spain,GK,2025-11-08,Tier_1,70,0.15871222001287102,0.0,0.8491346930264605,0.0,0.0,0.556798326969457,0.38024764542840817
2,Spain Player 2,Spain,GK,2023-12-02,Tier_1,69,0.13077519354554756,0.0037533224105732316,1.832407739055521,1.3780435597013838,0.6709049811085982,0.32297752801095436,-0.08542743516497373
2,Spain Player 2,Spain,GK,2021-03-30,Tier_1,61,0.03524813644484952,0.052556657089995365,1.8206720975506778,0.7421608007466031,0.0,0.5180197851005963,0.18211714905676463
2,Spain Player 2,Spain,GK,2022-02-06,Tier_1,65,0.14048031787338053,0.1530253345953541,1.2397416959104273,0.6090787831809754,0.4935251926742268,0.5534452807450301,0.0033369368334773206
2,Spain Player 2,Spain,GK,2021-10-23,Tier_1,70,0.07220539345030047,0.14184847346385399,1.3338476542459998,0.9573117852136687,0.2533638120171043,0.5929069437535143,0.04391684525820147
2,Spain Player 2,Spain,GK,2026-02-07,Tier_1,83,0.19566333821834542,0.0,2.5478557813290363,1.6379248918900995,0.8111273366945958,0.2788081996796228,0.2637773990444962
2,Spain Player 2,Spain,GK,2024-08-11,Tier_1,87,0.05498808243247494,0.18557561255735208,0.30539269778049605,0.4505026846709127,0.14013447086291253,0.6246977884353733,0.09931095530231493
2,Spain Player 2,Spain,GK,2022-09-08,Tier_1,69,0.07452962397410395,0.23135739908222056,2.210136999225444,0.4429910405789685,0.0,0.24283843352345058,-0.027533133960541037
2,Spain Player 2,Spain,GK,2025-03-30,Tier_1,76,0.0,0.18231709505914573,0.516568209869877,0.19211393800002008,0.0,0.5719827510147664,0.12277239269402684
2,Spain Player 2,Spain,GK,2023-03-11,Tier_1,54,0.03336826714772967,0.0,2.9377294287444595,0.7347809275319876,0.3555679886718112,0.4665327245917402,0.21723498403784047
2,Spain Player 2,Spain,GK,2025-09-11,Tier_1,62,0.014767183436549924,0.0,0.0,0.0,0.701311618228573,0.46342769468533845,-0.1051169686034922
2,Spain Player 2,Spain,GK,2025-07-19,Tier_1,68,0.29097227554061866,0.0,2.367102914383636,1.8968868462301725,0.0,0.48739629640735677,-0.04350673018164483
2,Spain Player 2,Spain,GK,2022-02-26,Tier_1,47,0.00010756034406642079,0.10685634933715224,1.7081897774921302,0.0,0.6457403482884924,0.7301698212860444,0.15392415787510086
2,Spain Player 2,Spain,GK,2026-03-04,Tier_1,86,0.0,0.376737167206416,3.4356746869844743,0.06724921376368298,0.0,0.3921628812907215,0.023801852212055274
2,Spain Player 2,Spain,GK,2023-11-13,Tier_1,47,0.0,0.11434991027893418,2.283609653905471,0.0,0.4123676493190652,0.30514530150424735,-0.19146806008576894
3,Spain Player 3,Spain,GK,2021-11-24,Tier_1,57,0.11024166321870274,0.1457445931717406,2.2085208247785815,1.8253510409927323,0.0354043375481603,0.5280562107410747,-0.014064673719459325
3,Spain Player 3,Spain,GK,2024-06-28,Tier_1,74,0.0,0.21673078666389523,1.5431090829517586,0.0,0.05249099433010185,0.4551737099214884,-0.05897805941391318
3,Spain Player 3,Spain,GK,2024-04-14,Tier_1,85,0.0,0.13462535660272207,1.8454841811410754,2.330603778644368,0.20611088252349957,0.5019150327663939,0.10987673674215105
3,Spain Player 3,Spain,GK,2025-06-14,Tier_1,76,0.21774532797634744,0.024885930617916094,2.3073884283387134,1.045742928535399,0.00805267484978317,0.42444532671865787,0.15835861107992252
3,Spain Player 3,Spain,GK,2023-07-03,Tier_1,80,0.04136276056369083,0.019533417669295373,0.8370427210312925,0.7397114154942623,0.0,0.576501496106323,-0.03602637353917015
3,Spain Player 3,Spain,GK,2022-03-30,Tier_1,58,0.07278026973667827,0.00410781527284116,1.5772118750645208,1.8524192233874723,0.3271248694635061,0.4244800473306801,0.43623141388811804
3,Spain Player 3,Spain,GK,2021-02-06,Tier_1,78,0.0,0.0422259678512594,1.8486363347209611,1.3898471194053001,0.9209265947134242,0.6110543824692213,0.015517444308886866
3,Spain Player 3,Spain,GK,2024-09-01,Tier_1,65,0.0,0.0,0.6333305874898943,1.5307883664250073,0.0,0.4019698346143095,0.18803796474142478
3,Spain Player 3,Spain,GK,2025-09-08,Tier_1,69,0.11024221291904121,0.2320830297119534,3.715546207874225,0.0,0.1505399403757267,0.431822673701516,0.38530389433993645
3,Spain Player 3,Spain,GK,2023-08-31,Tier_1,51,0.0,0.0,1.5232457629089793,1.5993614139900267,0.6057022835097488,0.3769282497198477,0.05004669807018304
3,Spain Player 3,Spain,GK,2023-03-07,Tier_1,61,0.0,0.12061650906114563,0.0,0.8531408584392669,0.5823275928334796,0.3804644636075983,0.2381476167549781
3,Spain Player 3,Spain,GK,2023-08-31,Tier_1,52,0.0,0.015381656678522024,0.0,0.2381549446007386,0.0,0.32160971765142765,0.2120829312288595
3,Spain Player 3,Spain,GK,2022-08-16,Tier_1,89,0.08579969921200661,0.10691167097810628,0.5793957360604837,0.9493711735122707,0.4413810394619904,0.3888205511248643,0.05719257813137775
3,Spain Player 3,Spain,GK,2024-02-12,Tier_1,72,0.02168174820139268,0.11248887786639505,2.981625090425367,0.0,0.37883011658396887,0.4530813868318611,0.04277231090332721
3,Spain Player 3,Spain,GK,2023-11-30,Tier_1,70,0.0,0.03188997071140451,2.9976865268495225,1.1126742890136079,0.07441050510860159,0.5372582781356159,0.33987108731720045
3,Spain Player 3,Spain,GK,2024-08-17,Tier_1,50,0.15246336829127688,0.23016962085334608,2.5831450008722747,0.0,0.7905638344793005,0.6065197251623698,0.17187184174566622
3,Spain Player 3,Spain,GK,2021-08-12,Tier_1,51,0.12514092809270225,0.2576544273728228,2.551478429473507,0.971307728178643,0.07014954426318626,0.4775895121847499,0.015617509441289354
3,Spain Player 3,Spain,GK,2021-11-14,Tier_1,62,0.0,0.0,0.6707017624537801,1.0949492382783246,0.9246622187697503,0.7765010351720723,0.040674218675355825
3,Spain Player 3,Spain,GK,2021-12-15,Tier_1,62,0.0,0.1798444952831686,0.7103005254716899,3.0752392124967614,0.27219934964448356,0.40403811589516897,-0.022462623746972388
3,Spain Player 3,Spain,GK,2021-04-25,Tier_1,59,0.0,0.034262346257665485,0.0,0.9193784980842234,0.6835979698513706,0.43168135377006256,0.37479735265800657
3,Spain Player 3,Spain,GK,2022-11-29,Tier_1,48,0.1473783040960116,0.13681238351347166,4.304867428466721,0.8779221093138629,1.656785751929431,0.5212218402243933,0.04342981703882161
3,Spain Player 3,Spain,GK,2024-09-08,Tier_1,80,0.022683481778680292,0.0,0.6272315754514741,1.240398593412778,0.449637302213342,0.5332859892813459,-0.19076164675865143
3,Spain Player 3,Spain,GK,2025-05-11,Tier_1,84,0.011046055630849622,0.12225563333425817,0.7236993590311721,1.7106501611470462,1.189973801362644,0.6075644482625774,0.106128182052873
3,Spain Player 3,Spain,GK,2023-11-30,Tier_1,81,0.0,0.05744459290085547,2.3727290192593644,1.0348801236755458,0.174692833956947,0.5571698710648345,-0.5097085241260151
3,Spain Player 3,Spain,GK,2026-03-05,Tier_1,69,0.0,0.08755248774685312,0.0,1.4584417272025014,0.8835045873216572,0.450473776729231,0.06337701168397906
3,Spain Player 3,Spain,GK,2021-02-09,Tier_1,56,0.050623455047732906,0.0,0.927604029500191,0.0,0.487086946123101,0.4540749557419774,0.3067373842752072
3,Spain Player 3,Spain,GK,2026-02-26,Tier_1,64,0.1187762985283748,0.07151517990245837,0.45798025844302137,0.0,1.0622716870054378,0.319445659335892,0.160763139117911
3,Spain Player 3,Spain,GK,2025-11-08,Tier_1,88,0.0,0.16947837116399134,1.0387915314301317,1.8672028844509567,1.5138958474980342,0.44783768639540367,-0.030201006025985536
3,Spain Player 3,Spain,GK,2024-08-05,Tier_1,70,0.13326400772155794,0.051928341989141764,1.2786351903160906,0.0,0.8181638373512408,0.5146488475897992,0.25960202197193044
3,Spain Player 3,Spain,GK,2024-07-09,Tier_1,67,0.0,0.0,1.6033900233540774,0.0,0.6821340797546509,0.5076569152594927,-0.0701427074690179
3,Spain Player 3,Spain,GK,2021-08-04,Tier_1,76,0.14051926747809482,0.0,1.1483715277077307,0.7572656587901904,0.451885567311521,0.4966769619596518,-0.02040696206904488
3,Spain Player 3,Spain,GK,2024-03-16,Tier_1,69,0.08790304254625392,0.1705525932957984,2.38703030556038,1.1109841776233478,0.0,0.6433431532301096,-0.1692690786037376
3,Spain Player 3,Spain,GK,2021-12-02,Tier_1,70,0.0,0.015999260900459743,0.0,1.344807571462284,0.19274624682162658,0.5006190982029326,-0.06086771388932796
3,Spain Player 3,Spain,GK,2024-04-06,Tier_1,78,0.027329600502217465,0.0,0.26627774725977726,1.4375361021200095,0.6449751526706912,0.5521466273785074,0.18707938644297942
3,Spain Player 3,Spain,GK,2021-04-02,Tier_1,63,0.02804432376809194,0.15481768253623013,2.1795929508408656,0.0,0.9146301011114619,0.3337964028498114,0.29431610537650216
3,Spain Player 3,Spain,GK,2021-12-19,Tier_1,63,0.2628357192230239,0.0,0.0,0.0888306018483982,0.0,0.644201516013637,0.26196341786852684
3,Spain Player 3,Spain,GK,2022-07-25,Tier_1,54,0.06027823709215789,0.22204296451040736,1.822396870523288,0.6467211776821344,0.40480407996380435,0.36186060167011985,0.030002421720054906
3,Spain Player 3,Spain,GK,2025-05-14,Tier_1,87,0.0,0.1279973075516756,1.77546866749443,0.3978514495992288,0.5560422648504346,0.4611103312215524,0.1706146552880959
3,Spain Player 3,Spain,GK,2023-03-27,Tier_1,78,0.09904023439162668,0.0,3.2491789226848233,0.8224848152735686,0.3888977927926096,0.5569657751345625,-0.10578561617318441
